code,flightnum,depicao,arricao,route,aircraft,flightlevel,distance,deptime,arrtime,flighttime,notes,price,flighttype,daysofweek,enabled," week1"," week2"," week3"," week4"
NSV,1326,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",B738NSV,350,338.971,08:00," 09:05"," 1.05"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1327,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",E195NSV,350,338.971,08:00," 09:05"," 1.05"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1328,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",E195NSV,350,338.971,08:00," 09:05"," 1.05"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1329,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",E195NSV,350,338.971,08:00," 09:05"," 1.05"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NCS,133,SBGL,SBGR,,B748NCS,280,182.057,08:00," 08:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1330,SBRF,SBFZ,UZ81,A319NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1331,SBRF,SBFZ,UZ81,A319NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1332,SBRF,SBFZ,UZ81,A319NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1333,SBRF,SBFZ,UZ81,A319NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1334,SBRF,SBFZ,UZ81,A320NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1335,SBRF,SBFZ,UZ81,A320NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1336,SBRF,SBFZ,UZ81,A320NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1337,SBRF,SBFZ,UZ81,A320NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1338,SBRF,SBFZ,UZ81,B738NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1339,SBRF,SBFZ,UZ81,B738NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NCS,134,SBGL,SBGR,,B748NCS,280,182.057,08:00," 08:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1340,SBRF,SBFZ,UZ81,B738NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1341,SBRF,SBFZ,UZ81,B738NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1342,SBRF,SBFZ,UZ81,E195NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1343,SBRF,SBFZ,UZ81,E195NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1344,SBRF,SBFZ,UZ81,E195NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1345,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A319NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1346,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A319NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1347,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A319NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1348,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A319NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1349,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A319NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NCS,135,SBGR,SBGL,,B748NCS,270,182.057,09:00," 09:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1350,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A320NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1351,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A320NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1352,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",A320NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1353,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",B738NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1354,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",B738NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1355,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",B738NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1356,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",B738NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1357,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",E195NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1358,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",E195NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1359,SBFZ,SBSP,"LOGOX  PUREU UN741 MUKLO UZ2 ENTIT",E195NSV,360,1282.94,08:00," 11:33"," 3.33"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NCS,136,SBGR,SBGL,,B748NCS,270,182.057,09:00," 09:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1360,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A319NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1361,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A319NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1362,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A319NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1363,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A319NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1364,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A319NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1365,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A320NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1366,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A320NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1367,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",A320NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1368,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",B738NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1369,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",B738NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NCS,137,SBGR,SBGL,,B748NCS,270,182.057,09:00," 09:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1370,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",B738NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1371,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",B738NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1372,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",E195NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1373,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",E195NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1374,SBSP,SBFZ,"UBRIR UZ23 BHZ UZ61 OBGEL  ABUCU",E195NSV,370,1282.94,12:00," 15:22"," 3.22"," ."," 343"," P"," 0123456"," 1"," "," "," "," "
NSV,1375,SBFZ,SBSV,UZ19,A319NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1376,SBFZ,SBSV,UZ19,A319NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1377,SBFZ,SBSV,UZ19,A319NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1378,SBFZ,SBSV,UZ19,A319NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1379,SBFZ,SBSV,UZ19,A320NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NCS,138,SBGR,SBGL,,B748NCS,270,182.057,09:00," 09:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1380,SBFZ,SBSV,UZ19,A320NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1381,SBFZ,SBSV,UZ19,A320NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1382,SBFZ,SBSV,UZ19,B738NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1383,SBFZ,SBSV,UZ19,B738NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1384,SBFZ,SBSV,UZ19,B738NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1385,SBFZ,SBSV,UZ19,E195NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1386,SBFZ,SBSV,UZ19,E195NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1387,SBFZ,SBSV,UZ19,E195NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1388,SBFZ,SBSV,UZ19,E195NSV,360,549.065,08:00," 09:36"," 1.36"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1389,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A319NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NCS,139,SBGR,SBGL,,B748NCS,270,182.057,09:00," 09:40"," 0.4"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1390,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A319NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1391,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A319NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1392,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A319NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1393,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A320NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1394,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A320NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1395,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",A320NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1396,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",B738NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1397,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",B738NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1398,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",B738NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1399,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",E195NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NCS,140,SBGL,SBMQ,,B748NCS,330,1448.24,08:00," 11:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1400,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",E195NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1401,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",E195NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1402,SBSV,SBFZ,"LOTAR UZ19 BANGU  ABUCU",E195NSV,330,549.065,10:00," 11:30"," 1.3"," ."," 212"," P"," 0123456"," 1"," "," "," "," "
NSV,1403,SBFZ,SBTE,UZ66,A319NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1404,SBFZ,SBTE,UZ66,A319NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1405,SBFZ,SBTE,UZ66,A319NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1406,SBFZ,SBTE,UZ66,A319NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1407,SBFZ,SBTE,UZ66,A320NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1408,SBFZ,SBTE,UZ66,A320NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1409,SBFZ,SBTE,UZ66,A320NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NCS,141,SBGL,SBMQ,,B748NCS,330,1448.24,08:00," 11:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1410,SBFZ,SBTE,UZ66,A320NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1411,SBFZ,SBTE,UZ66,B738NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1412,SBFZ,SBTE,UZ66,B738NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1413,SBFZ,SBTE,UZ66,B738NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1414,SBFZ,SBTE,UZ66,E195NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1415,SBFZ,SBTE,UZ66,E195NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1416,SBFZ,SBTE,UZ66,E195NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1417,SBFZ,SBTE,UZ66,E195NSV,300,268.471,08:00," 09:54"," 0.54"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1418,SBTE,SBFZ,"EREJO UZ66 FLZ",A319NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1419,SBTE,SBFZ,"EREJO UZ66 FLZ",A319NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NCS,142,SBGL,SBMQ,,B748NCS,330,1448.24,08:00," 11:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1420,SBTE,SBFZ,"EREJO UZ66 FLZ",A319NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1421,SBTE,SBFZ,"EREJO UZ66 FLZ",A319NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1422,SBTE,SBFZ,"EREJO UZ66 FLZ",A320NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1423,SBTE,SBFZ,"EREJO UZ66 FLZ",A320NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1424,SBTE,SBFZ,"EREJO UZ66 FLZ",A320NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1425,SBTE,SBFZ,"EREJO UZ66 FLZ",A320NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1426,SBTE,SBFZ,"EREJO UZ66 FLZ",B738NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1427,SBTE,SBFZ,"EREJO UZ66 FLZ",B738NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1428,SBTE,SBFZ,"EREJO UZ66 FLZ",B738NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1429,SBTE,SBFZ,"EREJO UZ66 FLZ",E195NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NCS,143,SBGL,SBMQ,,B748NCS,330,1448.24,08:00," 11:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1430,SBTE,SBFZ,"EREJO UZ66 FLZ",E195NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1431,SBTE,SBFZ,"EREJO UZ66 FLZ",E195NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1432,SBTE,SBFZ,"EREJO UZ66 FLZ",E195NSV,330,268.471,09:00," 10:55"," 0.55"," ."," 144"," P"," 0123456"," 1"," "," "," "," "
NSV,1433,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A319NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1434,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A319NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1435,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A319NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1436,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A319NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1437,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A319NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1438,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A320NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1439,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A320NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NCS,144,SBGL,SBMQ,,B748NCS,330,1448.24,08:00," 11:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1440,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A320NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1441,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A320NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1442,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",A320NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1443,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",B738NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1444,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",B738NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1445,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",B738NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1446,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",B738NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1447,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",B738NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1448,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",E195NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1449,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",E195NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NCS,145,SBMQ,SBGL,,B748NCS,330,1448.24,12:00," 15:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1450,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",E195NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1451,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",E195NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1452,SBFZ,SBRJ,"EGBOL PROST UZ19 SVD UZ44 GIKPO W6 MCA",E195NSV,360,1181.23,08:00," 10:59"," 2.59"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1453,SBRJ,SBFZ,"EMUB UZ1 FLZ",A319NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1454,SBRJ,SBFZ,"EMUB UZ1 FLZ",A319NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1455,SBRJ,SBFZ,"EMUB UZ1 FLZ",A319NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1456,SBRJ,SBFZ,"EMUB UZ1 FLZ",A319NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1457,SBRJ,SBFZ,"EMUB UZ1 FLZ",A319NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1458,SBRJ,SBFZ,"EMUB UZ1 FLZ",A320NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1459,SBRJ,SBFZ,"EMUB UZ1 FLZ",A320NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NCS,146,SBMQ,SBGL,,B748NCS,330,1448.24,12:00," 15:36"," 3.36"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1460,SBRJ,SBFZ,"EMUB UZ1 FLZ",A320NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1461,SBRJ,SBFZ,"EMUB UZ1 FLZ",A320NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
NSV,1462,SBRJ,SBFZ,"EMUB UZ1 FLZ",A320NSV,370,1181.23,11:00," 13:53"," 2.53"," ."," 309"," P"," 0123456"," 1"," "," "," "," "
